"","Tags","Public Access Level","Rights","Program Contact Name","Program Contact Email","Frequency","Last Updated","Created","Followers","Organization","Social"
"1547","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""giant"", ""kangaroo"", ""rat"", ""ds189320160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dipodomys"", ""ingens"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:04 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1548","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, desert, kangaroo, rat, ds189620160616wm, habitat, mammal, natural, resources, sn, dipodomys, deserti, species, wildlife","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:04 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1549","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""merriams"", ""kangaro..."", ""ds189720160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dipodomys"", ""merriami"", ""species"", ""wildlife"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:04 (UTC)","February 24, 2021, 09:07 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1550","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""american"", ""beaver"", ""ds189920160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""castor"", ""canadensis"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:04 (UTC)","February 24, 2021, 09:10 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1551","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, cactus, mouse, ds190320160810wm, habitat, mammal, natural, resources, sn, peromyscus, eremicus, species, wildlife)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:04 (UTC)","February 24, 2021, 09:18 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1552","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""california"", ""mouse"", ""ds190420160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""peromyscus"", ""calif..."", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:02 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1553","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""brush"", ""mouse"", ""ds190720160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""peromyscus"", ""boylii"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:23 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1554","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, southern, grassho..., ds191020160810wm, habitat, mammal, natural, resources, sn, onychomys, torridus, species, wildlife","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:16 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1555","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""hispid"", ""cotton"", ""rat"", ""ds191120160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""sigmodon"", ""hispidus"", ""species"", ""wildlife"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1556","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""desert"", ""woodrat"", ""ds191420160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""neotoma"", ""lepida"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:06 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1557","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, california, red-b..., ds191620160810wm, habitat, mammal, natural, resources, sn, myodes, californicus, species, wildlife)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:17 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1558","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""heather"", ""vole"", ""ds191720160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""phenacomys"", ""inter..."", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:04 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1559","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""white-footed"", ""vole"", ""ds191820160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""arborimus"", ""albipes"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:07 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1560","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, sonoma, tree, vole, ds191920160810wm, habitat, mammal, natural, resources, sn, arborimus, pomo, species, wildlife","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1561","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""northern"", ""river"", ""o..."", ""ds194520190612wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""lontra"", ""canadensis"", ""species"", ""wildlife"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:15 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1562","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""guadalupe"", ""fur-seal"", ""ds194820160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""arctocephalus"", ""to..."", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:18 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1563","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, california, sea-lion, ds195020160810wm, habitat, mammal, natural, resources, sn, zalophus, califor..., species, wildlife)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:09 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1564","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""harbor"", ""seal"", ""ds195120160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""phoca"", ""vitulina"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:14 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1565","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""fallow"", ""deer"", ""ds195520160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dama"", ""dama"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:13 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1566","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, axis, deer, ds195720160810wm, habitat, mammal, natural, resources, sn, axis, axis, species, wildlife","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1567","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""big-eared"", ""woodrat"", ""ds196120160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""neotoma"", ""macrotis"", ""species"", ""wildlife"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:05 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1568","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""baja"", ""mouse"", ""ds196220160810wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""peromyscus"", ""frate..."", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:08 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1569","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, white-eared, pock..., ds187920160616wm, habitat, mammal, natural, resources, sn, perognathus, alti..., species, wildlife)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:13 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1570","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""long-tailed"", ""pock..."", ""ds188020160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""chaetodipus"", ""form..."", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:07 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1571","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""california"", ""pocke..."", ""ds188320160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""chaetodipus"", ""cali..."", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1572","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, pale, kangaroo, mouse, ds188620160616wm, habitat, mammal, natural, resources, sn, microdipodops, pa..., species, wildlife","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:13 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1573","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""ords"", ""kangaroo"", ""rat"", ""ds188720160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dipodomys"", ""ordii"", ""species"", ""wildlife"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:03 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1574","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""chisel-toothed"", ""k..."", ""ds188820160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dipodomys"", ""microps"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:06 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1575","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, narrow-faced, kan..., ds188920160616wm, habitat, mammal, natural, resources, sn, dipodomys, venustus, species, wildlife)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1576","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""agile"", ""kangaroo"", ""rat"", ""ds189020160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dipodomys"", ""agilis"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:23 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1577","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""heermanns"", ""kangar..."", ""ds189120160616wm"", ""habitat"", ""mammal"", ""natural"", ""resources"", ""sn"", ""dipodomys"", ""heermanni"", ""species"", ""wildlife""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:07 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1578","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, cn, panamint, kangaro..., ds189420160616wm, habitat, mammal, natural, resources, sn, dipodomys, panami..., species, wildlife","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:13 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
